OBJECTID,Year_Observed,StnLocation,Latitude,Longitude,Didemnum_vexillum,FCName,StnNum,Prov,Botrylloides_violaceus,Botryllus_schlosseri,Ciona_intestinalis,sampler,StnDescription,StructureType,Caprella_mutica,Membranipora_membranacea,Ascidiella_aspersa,Diplosoma_listerianum,Styela_clava,Codium_fragile
1192,2012,Lunenurg Fisheries Museum,44.37,-64.31,,BS_NS2012B,608,NS,1,1,1,,,,0,0,1,1,1,
1193,2012,Whitehead,45.23943,-61.1526,,BS_NS2012B,37,NS,0,0,1,,,,0,0,0,0,0,
1194,2012,Country Harbour,45.23217,-61.759,,BS_NS2012B,104,NS,0,0,1,,,,0,0,0,0,0,
1195,2012,Digby RWNSYC,44.63015,-65.75233,,CAP_NS2012,1,NS,1,1,1,,,,1,1,0,0,0,
1196,2012,Meteghan,44.19365,-66.16688,,CAP_NS2012,2,NS,1,1,1,,,,1,1,0,0,0,
1197,2012,Yarmouth Bar,43.81648,-66.14785,,CAP_NS2012,4,NS,1,1,1,,,,1,1,0,0,0,
1198,2012,Wedgeport,43.7137,-65.95,,CAP_NS2012,6,NS,1,1,1,,,,1,0,0,0,0,
1199,2012,Clarks Harbour B,43.4447,-65.6351,,CAP_NS2012,8,NS,1,1,1,,,,0,1,0,0,0,
1200,2012,Port La Tour,43.49848,-65.46988,,CAP_NS2012,9,NS,1,1,1,,,,1,1,0,0,0,
1201,2012,Shelburne YC,43.7578,-65.322,,CAP_NS2012,12,NS,1,1,1,,,,0,1,0,0,0,
1202,2012,Lockeport,43.6995,-65.1074,,CAP_NS2012,13,NS,1,1,1,,,,1,0,0,0,0,
1203,2012,Corkums Island,44.34,-64.34,,CAP_NS2012,17,NS,1,1,1,,,,0,0,1,0,0,
1204,2012,Lunenburg,44.37525,-64.3,,CAP_NS2012,18,NS,1,1,1,,,,0,1,1,0,0,
1205,2012,Indian Point Marine Farms,44.45598,-64.30683,,CAP_NS2012,19,NS,1,1,1,,,,1,1,0,0,0,
1206,2012,Chester,44.5378,-64.2384,,CAP_NS2012,21,NS,1,1,1,,,,0,0,0,0,0,
1207,2012,Halifax  BIO Jetty,44.68187,-63.61187,,CAP_NS2012,24,NS,0,1,1,,,,0,1,0,0,1,
1208,2012,Ship Harbour,44.8124,-62.872,,CAP_NS2012,25,NS,0,1,1,,,,0,1,0,0,0,
1209,2012,Port Bickerton,45.1053,-61.7228,,CAP_NS2012,30,NS,1,1,1,,,,0,1,0,0,0,
1210,2012,Eddy Point,45.521,-61.2637,,CAP_NS2012,40,NS,1,1,1,,,,0,1,0,0,0,
1211,2012,Petit de Grat,45.5071,-60.9605,,CAP_NS2012,44,NS,1,1,1,,,,1,0,0,0,0,
1212,2012,Descousse LPYC,45.5887,-60.9618,,CAP_NS2012,45,NS,1,1,1,,,,1,1,0,0,0,
1213,2012,Little Harbour,45.58333,-60.74067,,CAP_NS2012,46,NS,1,1,1,,,,1,0,0,0,0,
1214,2012,St. Peters,45.66115,-60.8744,,CAP_NS2012,47,NS,0,1,1,,,,0,1,0,0,0,
1215,2012,Whycocomagh,45.9864,-61.1126,,CAP_NS2012,51,NS,0,1,0,,,,0,1,0,0,0,
1216,2012,Orangedale,45.9007,-61.08955,,CAP_NS2012,52,NS,0,0,0,,,,0,0,0,0,0,
1217,2012,Eskasoni,45.9557,-60.5853,,CAP_NS2012,54,NS,0,1,0,,,,0,0,0,0,0,
1218,2012,Baddeck,46.0999,-60.74752,,CAP_NS2012,55,NS,0,1,0,,,,0,0,0,0,0,
1219,2012,Sydney RCBYC,46.13993,-60.16775,,CAP_NS2012,62,NS,0,0,1,,,,1,1,0,0,0,
1220,2012,North Sydney,46.2068,-60.249,,CAP_NS2012,63,NS,1,1,1,,,,0,1,0,0,0,
1221,2012,Dingwall,46.9032,-60.4604,,CAP_NS2012,69,NS,1,1,1,,,,1,1,0,0,0,
1222,2012,Little River,46.44712,-60.45936,,CAP_NS2012,74,NS,0,1,0,,,,0,0,0,0,0,
1223,2012,Pictou,45.6744,-62.7118,,CAP_NS2012,77,NS,0,1,0,,,,0,0,0,0,0,
1224,2012,Port Mouton,43.9194,-64.8434,,CAP_NS2012,82,NS,1,1,0,,,,0,0,0,0,0,
1225,2012,LaHave River,44.3116,-64.4083,,CAP_NS2012,100,NS,0,1,0,,,,0,0,0,0,0,
1226,2012,Eel Lake,43.82667,-65.90767,,CAP_NS2012,108,NS,0,1,1,,,,0,0,0,0,0,
1227,2012,East Side Port Lhebert,43.8197,-64.92887,,CAP_NS2012,119,NS,1,1,0,,,,0,1,0,0,0,
1228,2012,Dennis Point,43.62,-65.79,,CAP_NS2012,154,NS,1,1,1,,,,0,1,0,0,0,
1229,2012,Pinkneys Point,43.70423,-66.1,,CAP_NS2012,155,NS,1,1,1,,,,1,1,0,0,0,
1230,2012,Falls Point,43.5,-65.74,,CAP_NS2012,156,NS,1,1,1,,,,0,0,0,0,0,
1231,2012,Guysborough,45.39185,-61.49742,,CAP_NS2012,157,NS,1,1,1,,,,1,1,0,0,0,
1232,2012,Tiverton,44.39681,-66.21413,,CAP_NS2012,158,NS,1,1,1,,,,1,1,0,0,0,
1233,2012,Sheet Harbour,44.91838,-62.25162,,CAP_NS2012,161,NS,0,0,0,,,,0,0,0,0,0,
1234,2012,Port Hawkesbury,45.6136,-61.3696,,CAP_NS2012,182,NS,1,1,1,,,,0,1,0,0,0,
1235,2012,Arisaig,45.761,-62.172,,CAP_NS2012,213,NS,0,0,0,,,,0,0,0,0,0,
1236,2012,Cribbons Point,45.7558,-61.8971,,CAP_NS2012,214,NS,1,1,1,,,,0,1,0,0,0,
1237,2012,Halifax AYC,44.63588,-63.6131,,CAP_NS2012,401,NS,0,1,1,,,,0,0,0,0,0,
1238,2012,Halifax RNSYS,44.6214,-63.5802,,CAP_NS2012,402,NS,1,1,1,,,,0,0,0,0,0,
1239,2012,Halifax BBYC,44.725,-63.67,,CAP_NS2012,403,NS,0,0,0,,,,0,0,0,0,0,
1240,2012,Tantallon,44.69,-63.98,,CAP_NS2012,407,NS,1,0,1,,,,0,0,0,0,0,
1241,2012,Sandy Cove East,44.4879,-66.0858,,CAP_NS2012,415,NS,0,0,1,,,,0,0,0,0,0,
1242,2012,Lower Prospect,44.44905,-63.72756,,CAP_NS2012,425,NS,1,0,0,,,,0,0,0,0,0,
1243,2012,Purcells Cove,44.6,-63.55,,CAP_NS2012,426,NS,0,1,1,,,,0,0,0,0,0,
1244,2012,Dartmouth Alderney Landing,44.6652,-63.572,,CAP_NS2012,427,NS,0,1,1,,,,0,0,0,0,0,
1245,2012,Dartmouth Yacht Club,44.71,-63.6117,,CAP_NS2012,428,NS,1,1,1,,,,0,0,0,0,1,
1246,2012,Wrights Cove,44.6955,-63.6181,,CAP_NS2012,429,NS,0,1,1,,,,0,0,0,0,1,
1247,2012,Shearwater,44.6281,-63.5211,,CAP_NS2012,430,NS,1,1,1,,,,0,0,0,0,0,
1248,2012,Bedford Mill Cove,44.7141,-63.6712,,CAP_NS2012,431,NS,0,0,0,,,,0,0,0,0,0,
1249,2012,Halifax Herring Cove,44.5694,-63.557,,CAP_NS2012,432,NS,0,0,0,,,,0,0,0,0,0,
1250,2012,Head St Margarets Bay,44.69,-63.9,,CAP_NS2012,512,NS,0,1,1,,,,0,0,0,0,0,
1251,2012,Lunenburg Fisheries Museum,44.375,-64.31,,CAP_NS2012,608,NS,1,1,1,,,,0,0,1,1,1,
1252,2012,Whitehead,45.23943,-61.1526,,CAP_NS2012,37,NS,0,0,1,,,,0,0,0,0,0,
1253,2012,Country Harbour,45.23217,-61.759,,CAP_NS2012,104,NS,0,0,1,,,,0,0,0,0,0,
1276,2012,Musquash,45.1867,-66.2575,,Tdist_NB2012,132,NB,0,0,0,,,,0,1,0,0,0,
1277,2012,Dipper Harbour,45.0944,-66.4168,,Tdist_NB2012,133,NB,1,1,1,,,,1,1,0,0,0,
1278,2012,Blacks Harbour,45.0559,-66.7948,,Tdist_NB2012,134,NB,0,0,1,,,,0,0,0,0,0,
1279,2012,Beaver Harbour NB,45.0688,-66.7398,,Tdist_NB2012,135,NB,1,1,1,,,,0,1,0,0,0,
1280,2012,North Head,44.768,-66.762,,Tdist_NB2012,136,NB,1,1,1,,,,1,1,0,0,0,
1281,2012,Ingalls Head,44.6609,-66.7566,,Tdist_NB2012,137,NB,0,1,1,,,,1,1,0,0,0,
1282,2012,Seal Cove,44.6474,-66.8413,,Tdist_NB2012,140,NB,0,1,1,,,,0,1,0,0,0,
1283,2012,Back Bay,45.0561,-66.8638,,Tdist_NB2012,141,NB,0,1,1,,,,0,1,0,0,0,
1284,2012,Letete,45.0513,-66.8956,,Tdist_NB2012,143,NB,0,1,1,,,,0,1,0,0,0,
1285,2012,Head Harbour,44.9466,-66.9055,,Tdist_NB2012,144,NB,1,1,1,,,,1,1,0,0,0,
1286,2012,Wilson Beach,44.9283,-66.939,,Tdist_NB2012,145,NB,1,1,1,,,,0,1,0,0,0,
1287,2012,Leonardville,44.9716,-66.9527,,Tdist_NB2012,146,NB,0,1,2,,,,1,1,0,0,0,
1288,2012,Indian Island,44.9349,-66.9691,,Tdist_NB2012,147,NB,0,0,1,,,,1,1,0,0,0,
1289,2012,Fairhaven,44.96,-67,,Tdist_NB2012,149,NB,0,1,3,,,,1,1,0,0,0,
1290,2012,Fairhaven MF,44.965,-67.015,,Tdist_NB2012,150,NB,0,1,3,,,,1,1,0,0,0,
1291,2012,St.Andrews,45.0677,-67.0531,,Tdist_NB2012,151,NB,0,1,1,,,,1,1,0,0,0,
1292,2012,SABS,45.0823,-67.0847,,Tdist_NB2012,152,NB,0,1,2,,,,0,1,0,0,0,
1293,2012,Bliss Harbour ManOWar,45.0296,-66.8664,,Tdist_NB2012,159,NB,0,0,1,,,,1,1,0,0,0,
1294,2013,Musquash,45.1867,-66.2575,0,Tdist_NB2013,132,NB,0,0,0,,,,0,0,0,0,0,
1295,2013,Dipper Harbour,45.0944,-66.4168,0,Tdist_NB2013,133,NB,1,1,1,,,,1,1,0,0,0,
1296,2013,Blacks Harbour,45.0559,-66.7948,0,Tdist_NB2013,134,NB,0,0,1,,,,0,0,0,0,0,
1297,2013,Beaver Harbour NB,45.0688,-66.7398,0,Tdist_NB2013,135,NB,1,2,1,,,,0,1,0,0,0,
1298,2013,North Head,44.7631,-66.779,0,Tdist_NB2013,136,NB,1,2,1,,,,1,1,0,0,0,
1299,2013,Ingalls Head,44.6609,-66.7566,0,Tdist_NB2013,137,NB,1,2,1,,,,1,0,0,0,0,
1300,2013,Seal Cove,44.6474,-66.8413,0,Tdist_NB2013,140,NB,0,1,1,,,,0,1,0,0,0,
1301,2013,Back Bay,45.0561,-66.8638,0,Tdist_NB2013,141,NB,1,1,1,,,,0,0,0,0,0,
1302,2013,Letete,45.0513,-66.8956,0,Tdist_NB2013,143,NB,0,1,2,,,,0,0,0,0,0,
1303,2013,Head Harbour,44.9466,-66.9055,0,Tdist_NB2013,144,NB,1,1,1,,,,1,0,0,0,0,
1304,2013,Wilson Beach,44.9283,-66.939,0,Tdist_NB2013,145,NB,1,1,2,,,,0,1,0,0,0,
1305,2013,Leonardville,44.9716,-66.9527,0,Tdist_NB2013,146,NB,1,1,1,,,,1,0,0,0,0,
1306,2013,Indian Island,44.9349,-66.9691,0,Tdist_NB2013,147,NB,0,0,1,,,,1,1,0,0,0,
1307,2013,Fairhaven,44.964,-67.0079,0,Tdist_NB2013,149,NB,0,2,1,,,,1,1,0,0,0,
1308,2013,St.Andrews,45.0677,-67.0531,0,Tdist_NB2013,151,NB,0,1,1,,,,0,0,0,0,0,
1309,2013,SABS,45.0823,-67.0847,0,Tdist_NB2013,152,NB,0,1,3,,,,1,1,0,0,0,
1310,2013,Bliss Harbour ManOWar,45.0296,-66.8664,0,Tdist_NB2013,159,NB,0,1,2,,,,1,1,0,0,0,
1311,2014,Musquash,45.1867,-66.2575,0,Tdist_NB2014,132,NB,0,0,0,,,,0,1,0,,0,
1312,2014,Dipper Harbour,45.0944,-66.4168,0,Tdist_NB2014,133,NB,0,1,1,,,,1,0,0,,0,
1313,2014,Blacks Harbour,45.0559,-66.7948,0,Tdist_NB2014,134,NB,0,0,1,,,,1,0,0,,0,
1314,2014,Beaver Harbour NB,45.0688,-66.7398,0,Tdist_NB2014,135,NB,1,1,2,,,,1,1,0,,0,
1315,2014,North Head,44.768,-66.762,0,Tdist_NB2014,136,NB,0,1,1,,,,1,1,0,,0,
1316,2014,Ingalls Head,44.6609,-66.7566,0,Tdist_NB2014,137,NB,1,1,0,,,,0,0,0,,0,
1317,2014,Seal Cove,44.6474,-66.8413,0,Tdist_NB2014,140,NB,1,1,1,,,,1,1,0,,0,
1318,2014,Back Bay,45.0561,-66.8638,0,Tdist_NB2014,141,NB,1,1,1,,,,0,0,0,,0,
1319,2014,Letete,45.0513,-66.8956,0,Tdist_NB2014,143,NB,0,1,1,,,,0,1,0,,0,
1320,2014,Head Harbour,44.9466,-66.9055,0,Tdist_NB2014,144,NB,1,1,1,,,,0,0,0,,0,
1321,2014,Wilson Beach,44.9283,-66.939,0,Tdist_NB2014,145,NB,1,1,1,,,,0,1,0,,0,
1322,2014,Leonardville,44.9716,-66.9527,0,Tdist_NB2014,146,NB,1,1,1,,,,1,1,0,,0,
1323,2014,Fairhaven,44.964,-67.0079,0,Tdist_NB2014,149,NB,0,1,1,,,,0,0,0,,0,
1324,2014,St.Andrews,45.0677,-67.0531,0,Tdist_NB2014,151,NB,0,1,1,,,,1,1,0,,0,
1325,2014,SABS,45.0823,-67.0847,0,Tdist_NB2014,152,NB,0,1,1,,,,1,1,0,,0,
1326,2014,Bliss Harbour ManOWar,45.0296,-66.8664,0,Tdist_NB2014,159,NB,0,0,0,,,,0,0,0,,0,
1327,2015,Musquash,45.1867,-66.2575,0,Tdist_NB2015,132,NB,0,0,0,,,,0,0,0,,0,
1328,2015,Dipper Harbour,45.0944,-66.4168,0,Tdist_NB2015,133,NB,1,1,1,,,,1,1,0,,0,
1329,2015,Beaver Harbour NB,45.0688,-66.7398,0,Tdist_NB2015,135,NB,1,1,2,,,,0,0,0,,0,
1330,2015,North Head,44.768,-66.762,0,Tdist_NB2015,136,NB,0,1,1,,,,1,1,0,,0,
1331,2015,Ingalls Head,44.6609,-66.7566,0,Tdist_NB2015,137,NB,1,1,1,,,,0,0,0,,0,
1332,2015,Seal Cove,44.6474,-66.8413,0,Tdist_NB2015,140,NB,1,1,1,,,,1,0,0,,0,
1333,2015,Back Bay,45.0561,-66.8638,0,Tdist_NB2015,141,NB,1,1,1,,,,0,1,0,,0,
1334,2015,Letete,45.0513,-66.8956,0,Tdist_NB2015,143,NB,0,1,1,,,,0,1,0,,0,
1335,2015,Head Harbour,44.9466,-66.9055,0,Tdist_NB2015,144,NB,1,1,2,,,,0,0,0,,0,
1336,2015,Wilson Beach,44.9283,-66.939,0,Tdist_NB2015,145,NB,0,1,1,,,,1,1,0,,0,
1337,2015,Leonardville,44.9716,-66.9527,0,Tdist_NB2015,146,NB,0,1,1,,,,0,0,0,,0,
1338,2015,Fairhaven,44.964,-67.0079,0,Tdist_NB2015,149,NB,0,1,1,,,,0,0,0,,0,
1339,2015,St.Andrews,45.0677,-67.0531,0,Tdist_NB2015,151,NB,0,1,1,,,,1,1,0,,0,
1340,2015,SABS,45.0823,-67.0847,0,Tdist_NB2015,152,NB,1,1,1,,,,1,1,0,,0,
1341,2013,Digby RWNSYC,44.63015,-65.75233,0,Tdist_NS2013,1,NS,1,1,3,,,,1,1,0,0,0,0
1342,2013,Meteghan,44.19365,-66.16688,0,Tdist_NS2013,2,NS,1,1,1,,,,1,1,0,0,0,0
1343,2013,Yarmouth Bar,43.81648,-66.14785,0,Tdist_NS2013,4,NS,1,1,1,,,,1,0,0,0,0,0
1344,2013,Wedgeport,43.7137,-65.96947,0,Tdist_NS2013,6,NS,1,2,1,,,,1,0,0,0,0,0
1345,2013,Camp Cove,43.7236,-65.84057,0,Tdist_NS2013,7,NS,1,1,2,,,,0,1,0,0,0,0
1346,2013,Clarks Harbour B,43.4447,-65.6351,0,Tdist_NS2013,8,NS,1,2,1,,,,1,1,0,0,0,0
1347,2013,Port La Tour,43.49,-65.4675,0,Tdist_NS2013,9,NS,1,1,2,,,,0,1,0,0,0,0
1348,2013,Ingomar,43.5674,-65.3656,0,Tdist_NS2013,10,NS,1,1,2,,,,0,0,0,0,0,0
1349,2013,Gunning Cove,43.68073,-65.33973,0,Tdist_NS2013,11,NS,1,2,1,,,,0,1,0,0,0,0
1350,2013,Shelburne YC,43.7578,-65.322,0,Tdist_NS2013,12,NS,0,1,1,,,,0,0,0,0,0,0
1351,2013,Lower Sandy Point,43.68013,-65.30135,0,Tdist_NS2013,14,NS,1,1,2,,,,1,1,0,0,0,0
1352,2013,Corkums Island,44.36113,-64.33362,0,Tdist_NS2013,17,NS,1,1,4,,,,1,0,1,0,0,0
1353,2013,Lunenburg,44.37525,-64.31,0,Tdist_NS2013,18,NS,1,2,1,,,,1,0,1,0,0,0
1354,2013,Indian Point Marine Farms,44.45598,-64.30683,0,Tdist_NS2013,19,NS,1,1,3,,,,1,0,0,0,0,0
1355,2013,Chester,44.5378,-64.2384,0,Tdist_NS2013,21,NS,1,1,1,,,,1,1,0,0,0,0
1356,2013,Halifax  BIO Jetty,44.68187,-63.61187,0,Tdist_NS2013,24,NS,1,1,2,,,,1,1,0,0,1,0
1357,2013,Ship Harbour,44.8124,-62.872,0,Tdist_NS2013,25,NS,0,1,1,,,,1,0,0,0,0,0
1358,2013,Coopers Point,44.79452,-62.67595,0,Tdist_NS2013,26,NS,0,3,1,,,,0,0,0,0,0,0
1359,2013,Port Bickerton East,45.10532,-61.72275,0,Tdist_NS2013,30,NS,2,1,1,,,,0,0,0,0,0,0
1360,2013,Cape Canso,45.3345,-60.9861,0,Tdist_NS2013,39,NS,1,1,1,,,,0,0,0,0,0,0
1361,2013,Venus Cove,45.6153,-61.3901,0,Tdist_NS2013,41,NS,1,1,1,,,,0,1,0,0,1,0
1362,2013,DEscousse LPYC,45.5887,-60.9618,0,Tdist_NS2013,45,NS,1,1,2,,,,1,0,0,0,0,0
1363,2013,St Peters,45.66115,-60.8744,0,Tdist_NS2013,47,NS,0,4,1,,,,0,0,0,0,0,0
1364,2013,Whycocomagh,45.9864,-61.1126,0,Tdist_NS2013,51,NS,0,1,0,,,,0,0,0,0,0,0
1365,2013,Eskasoni,45.9557,-60.5853,0,Tdist_NS2013,54,NS,0,1,0,,,,0,0,0,0,0,0
1366,2013,Baddeck,46.0999,-60.74752,0,Tdist_NS2013,55,NS,1,2,0,,,,0,1,0,0,0,0
1367,2013,Louisbourg,45.91798,-59.98935,0,Tdist_NS2013,58,NS,1,1,3,,,,0,1,0,0,0,0
1368,2013,North Sydney,46.2068,-60.249,0,Tdist_NS2013,63,NS,1,1,2,,,,0,0,0,0,0,0
1369,2013,Dingwall,46.88,-60.4604,0,Tdist_NS2013,69,NS,2,2,3,,,,1,0,0,0,0,0
1370,2013,Little River,46.44712,-60.45936,0,Tdist_NS2013,74,NS,0,2,0,,,,0,0,0,0,0,0
1371,2013,St Anns Bay,46.28176,-60.5557,0,Tdist_NS2013,75,NS,0,0,0,,,,1,0,0,0,0,0
1372,2013,Port Mouton,43.9194,-64.8434,0,Tdist_NS2013,82,NS,1,1,0,,,,0,0,0,0,0,0
1373,2013,Aspy Bay  North Harbour,46.93,-60.48023,0,Tdist_NS2013,94,NS,0,0,0,,,,0,0,0,0,0,0
1374,2013,Wedgeport Tuna Wharf,43.71204,-65.98434,0,Tdist_NS2013,97,NS,1,1,0,,,,0,1,0,0,0,0
1375,2013,Eel Lake,43.82667,-65.90767,0,Tdist_NS2013,108,NS,0,1,0,,,,0,0,0,0,0,0
1376,2013,East Side Port Lhebert,43.8197,-64.92887,0,Tdist_NS2013,119,NS,1,1,1,,,,0,1,0,0,0,0
1377,2013,Dennis Point,43.61668,-65.78796,0,Tdist_NS2013,154,NS,1,1,1,,,,0,1,0,0,0,0
1378,2013,Pinkneys Point,43.70423,-66.05459,0,Tdist_NS2013,155,NS,2,1,1,,,,1,0,0,0,0,0
1379,2013,Falls Point,43.59051,-65.74178,0,Tdist_NS2013,156,NS,1,1,3,,,,0,1,0,0,0,0
1380,2013,Tiverton,44.39681,-66.21413,0,Tdist_NS2013,158,NS,1,1,1,,,,1,1,0,0,0,0
1381,2013,West Head,43.45813,-65.65458,0,Tdist_NS2013,160,NS,1,1,2,,,,0,1,0,0,0,0
1382,2013,Yarmouth Yacht Club,43.83636,-66.12328,0,Tdist_NS2013,162,NS,1,1,1,,,,1,0,0,0,0,0
1383,2013,East Petpeswick YC,44.76721,-63.15097,0,Tdist_NS2013,166,NS,0,2,0,,,,1,0,0,0,0,0
1384,2013,Westport,44.2649,-66.348,0,Tdist_NS2013,167,NS,1,1,1,,,,1,1,0,0,0,0
1385,2013,Ben Eoin,45.98131,-60.43137,0,Tdist_NS2013,169,NS,0,3,0,,,,0,1,0,0,0,0
1386,2013,Gullivers Cove,44.61,-65.92,0,Tdist_NS2013,171,NS,0,0,0,,,,0,1,0,0,0,0
1387,2013,Shan Daph,45.66,-62.41,0,Tdist_NS2013,172,NS,0,0,0,,,,0,0,0,0,0,0
1388,2013,Halifax AYC,44.63588,-63.6131,0,Tdist_NS2013,401,NS,1,1,4,,,,0,0,0,0,0,0
1389,2013,Halifax RNSYS,44.62142,-63.58022,0,Tdist_NS2013,402,NS,0,1,3,,,,1,1,0,0,0,0
1390,2013,Bedford BBYC,44.73542,-63.66415,0,Tdist_NS2013,403,NS,0,0,2,,,,0,0,0,0,0,0
1391,2013,Tantallon Shining Waters Marina,44.6583,-63.9117,0,Tdist_NS2013,407,NS,1,1,3,,,,1,1,0,0,0,0
1392,2013,Purcells Cove,44.611,-63.5733,0,Tdist_NS2013,426,NS,1,1,3,,,,1,1,0,0,0,0
1393,2013,Dartmouth Alderney Landing,44.6652,-63.572,0,Tdist_NS2013,427,NS,0,2,1,,,,1,0,0,0,0,0
1394,2013,Dartmouth Yacht Club,44.7003,-63.6117,0,Tdist_NS2013,428,NS,0,1,4,,,,1,0,0,0,1,0
1395,2013,Shearwater Yacht Club,44.6281,-63.5211,0,Tdist_NS2013,430,NS,1,1,4,,,,0,0,0,0,0,0
1396,2013,Bedford Mill Cove,44.7141,-63.6712,0,Tdist_NS2013,431,NS,0,0,2,,,,1,0,0,0,0,0
1397,2013,Halifax Herring Cove,44.5694,-63.557,0,Tdist_NS2013,432,NS,0,1,1,,,,0,0,0,0,0,0
1398,2013,Lunenburg Yacht Club,44.41083,-64.3217,0,Tdist_NS2013,587,NS,1,1,2,,,,1,1,0,0,0,0
1399,2013,Lunenburg Fisheries Museum Wharf,44.375,-64.3,0,Tdist_NS2013,608,NS,2,2,1,,,,1,1,1,0,1,0
1400,2013,Pirate harbour,45.5871,-61.38,0,Tdist_NS2013,173,NS,1,1,1,,,,0,0,0,0,0,0
1401,2013,Newellton,43.47261,-65.6339,0,Tdist_NS2013,175,NS,1,1,1,,,,0,0,0,0,0,0
1402,2013,Shag Harbour,43.49227,-65.7052,0,Tdist_NS2013,176,NS,1,1,1,,,,0,0,0,0,0,0
1403,2013,Sluice Point,43.77228,-65.9503,0,Tdist_NS2013,177,NS,1,0,1,,,,0,0,0,0,0,0
1404,2013,Upper Port la Tour,43.52,-65.4695,0,Tdist_NS2013,411,NS,1,0,1,,,,0,0,0,0,0,1
1405,2013,Morris Island,43.7347,-65.8873,0,Tdist_NS2013,178,NS,1,0,1,,,,0,0,0,0,0,0
1406,2013,Cripple Creek,43.48892,-65.5604,0,Tdist_NS2013,179,NS,1,0,0,,,,0,0,0,0,0,0
1407,2013,Smithsville,43.465,-65.465,0,Tdist_NS2013,409,NS,1,0,0,,,,0,0,0,0,0,0
1408,2013,South Side,43.44732,-65.59,0,Tdist_NS2013,180,NS,0,0,0,,,,0,0,0,0,0,0
1409,2013,Stoney Island,43.46804,-65.575,0,Tdist_NS2013,181,NS,0,0,0,,,,0,0,0,0,0,0
1410,2013,Port Hawkesbury,45.6136,-61.3656,0,Tdist_NS2013,182,NS,1,1,1,,,,0,0,0,0,1,0
1411,2013,Parrsboro,45.3704,-64.2798,1,Tdist_NS2013,209,NS,0,0,0,,,,0,0,0,0,0,0
1412,2014,Digby RWNSYC,44.63015,-65.75233,0,Tdist_NS2014,1,NS,1,1,1,,,,1,1,0,,0,
1413,2014,Meteghan,44.19365,-66.16688,0,Tdist_NS2014,2,NS,1,1,2,,,,1,1,0,,0,
1414,2014,Yarmouth Bar,43.81648,-66.14785,0,Tdist_NS2014,4,NS,2,1,1,,,,1,1,0,,0,
1415,2014,Wedgeport,43.7137,-65.96947,0,Tdist_NS2014,6,NS,2,2,1,,,,1,0,0,,0,
1416,2014,Camp Cove,43.7236,-65.84057,0,Tdist_NS2014,7,NS,1,1,2,,,,0,1,0,,0,
1417,2014,Clarks Harbour B,43.4447,-65.6351,0,Tdist_NS2014,8,NS,2,2,1,,,,1,1,0,,0,
1418,2014,Shelburne YC,43.7578,-65.322,0,Tdist_NS2014,12,NS,0,1,1,,,,0,0,0,,0,
1419,2014,Lunenburg,44.37525,-64.31,0,Tdist_NS2014,18,NS,1,1,1,,,,0,1,1,,1,
1420,2014,Indian Point Marine Farms,44.45598,-64.3,0,Tdist_NS2014,19,NS,1,1,4,,,,1,0,0,,0,
1421,2014,Chester,44.5378,-64.2384,0,Tdist_NS2014,21,NS,1,2,1,,,,0,1,0,,0,
1422,2014,Halifax  BIO Jetty,44.68187,-63.61187,0,Tdist_NS2014,24,NS,2,1,1,,,,0,1,0,,1,
1423,2014,Ship Harbour,44.8124,-62.872,0,Tdist_NS2014,25,NS,0,1,1,,,,0,0,0,,0,
1424,2014,Port Bickerton East,45.10532,-61.72275,0,Tdist_NS2014,30,NS,2,1,1,,,,0,0,0,,0,
1425,2014,Cape Canso,45.3345,-60.9861,0,Tdist_NS2014,39,NS,1,1,1,,,,0,1,0,,0,
1426,2014,Venus Cove,45.6153,-61.4101,0,Tdist_NS2014,41,NS,1,1,1,,,,1,1,0,,1,
1427,2014,Petit de Grat A,45.5071,-60.9605,0,Tdist_NS2014,44,NS,1,1,3,,,,1,1,0,,0,
1428,2014,St Peters,45.66115,-60.8744,0,Tdist_NS2014,47,NS,0,3,1,,,,0,0,0,,0,
1429,2014,Gillis Cove,45.911,-61.0539,0,Tdist_NS2014,48,NS,0,4,0,,,,0,0,0,,0,
1430,2014,Whycocomagh,45.9686,-61.1114,0,Tdist_NS2014,51,NS,0,0,0,,,,0,0,0,,0,
1431,2014,Eskasoni,45.9557,-60.5853,0,Tdist_NS2014,54,NS,0,1,0,,,,0,0,0,,0,
1432,2014,Baddeck,46.0999,-60.74752,0,Tdist_NS2014,55,NS,0,1,0,,,,0,0,0,,0,
1433,2014,North Sydney,46.2068,-60.26,0,Tdist_NS2014,63,NS,1,1,1,,,,0,1,0,,0,
1434,2014,Dingwall,46.9032,-60.4604,0,Tdist_NS2014,69,NS,1,2,1,,,,1,1,0,,0,
1435,2014,Little River,46.44712,-60.45936,0,Tdist_NS2014,74,NS,0,1,0,,,,0,0,0,,0,
1436,2014,St Anns Bay,46.2817,-60.55568,0,Tdist_NS2014,75,NS,0,0,0,,,,1,0,0,,0,
1437,2014,Port Mouton,43.9194,-64.8434,0,Tdist_NS2014,82,NS,1,1,1,,,,0,0,0,,0,
1438,2014,Eel Lake,43.82667,-65.90767,0,Tdist_NS2014,108,NS,0,1,1,,,,0,0,0,,0,
1439,2014,Falls Point,43.5301,-65.74178,0,Tdist_NS2014,156,NS,1,1,4,,,,1,1,0,,0,
1440,2014,Ben Eoin,45.98131,-60.43137,0,Tdist_NS2014,169,NS,0,2,0,,,,0,1,0,,0,
